ShipmentID,DepartureDate,DepartureHour,TimeBlock_3HR,DayOfWeek,LaneID,CustomerID,ServiceID,Weight_KG,DelayMinutes,Volume
SHP-112535,06/03/2026,13,12pm - 3pm,Friday,LANE-103,CUST-004,SRV-02,1611,8,1
SHP-112536,01/03/2026,15,3pm - 6pm,Sunday,LANE-102,CUST-001,SRV-03,5803,8,1
SHP-112537,20/03/2026,16,3pm - 6pm,Friday,LANE-105,CUST-002,SRV-01,9042,15,1
SHP-112538,24/03/2026,7,6am - 9am,Tuesday,LANE-103,CUST-006,SRV-01,14812,2,1
SHP-112539,05/03/2026,5,3am - 6am,Thursday,LANE-103,CUST-001,SRV-02,7833,8,1
SHP-112540,08/03/2026,5,3am - 6am,Sunday,LANE-101,CUST-004,SRV-01,16031,1,1
SHP-112541,12/03/2026,9,9am - 12pm,Thursday,LANE-102,CUST-002,SRV-01,12845,2,1
SHP-112542,01/03/2026,18,6pm - 9pm,Sunday,LANE-101,CUST-001,SRV-01,18476,7,1
SHP-112543,13/03/2026,7,6am - 9am,Friday,LANE-107,CUST-001,SRV-01,16704,3,1
SHP-112544,26/03/2026,7,6am - 9am,Thursday,LANE-102,CUST-002,SRV-04,24989,37,1
SHP-112545,09/03/2026,6,6am - 9am,Monday,LANE-101,CUST-005,SRV-01,8574,1,1
SHP-112546,20/03/2026,14,12pm - 3pm,Friday,LANE-101,CUST-004,SRV-01,6776,48,1
SHP-112547,25/03/2026,15,3pm - 6pm,Wednesday,LANE-101,CUST-004,SRV-01,6835,34,1
SHP-112548,24/03/2026,14,12pm - 3pm,Tuesday,LANE-106,CUST-003,SRV-01,18169,20,1
SHP-112549,08/03/2026,17,3pm - 6pm,Sunday,LANE-101,CUST-002,SRV-01,17732,10,1
SHP-112550,13/03/2026,10,9am - 12pm,Friday,LANE-104,CUST-004,SRV-01,14995,7,1
SHP-112551,28/03/2026,6,6am - 9am,Saturday,LANE-104,CUST-001,SRV-02,10445,15,1
SHP-112552,02/03/2026,7,6am - 9am,Monday,LANE-102,CUST-002,SRV-03,13541,1,1
SHP-112553,31/03/2026,15,3pm - 6pm,Tuesday,LANE-106,CUST-006,SRV-01,7442,9,1
SHP-112554,15/03/2026,14,12pm - 3pm,Sunday,LANE-101,CUST-001,SRV-01,9614,27,1
SHP-112555,14/03/2026,12,12pm - 3pm,Saturday,LANE-101,CUST-002,SRV-03,1642,11,1
SHP-112556,19/03/2026,15,3pm - 6pm,Thursday,LANE-101,CUST-001,SRV-01,17677,4,1
SHP-112557,26/03/2026,14,12pm - 3pm,Thursday,LANE-102,CUST-001,SRV-02,6342,6,1
SHP-112558,09/03/2026,17,3pm - 6pm,Monday,LANE-103,CUST-002,SRV-03,14524,14,1
SHP-112559,19/03/2026,13,12pm - 3pm,Thursday,LANE-104,CUST-003,SRV-02,20275,0,1
SHP-112560,30/03/2026,16,3pm - 6pm,Monday,LANE-105,CUST-001,SRV-01,10411,11,1
SHP-112561,14/03/2026,7,6am - 9am,Saturday,LANE-101,CUST-002,SRV-02,1698,4,1
SHP-112562,08/03/2026,15,3pm - 6pm,Sunday,LANE-104,CUST-005,SRV-03,16251,6,1
SHP-112563,05/03/2026,18,6pm - 9pm,Thursday,LANE-101,CUST-006,SRV-01,23800,3,1
SHP-112564,30/03/2026,8,6am - 9am,Monday,LANE-107,CUST-005,SRV-02,6694,26,1
SHP-112565,07/03/2026,16,3pm - 6pm,Saturday,LANE-107,CUST-006,SRV-02,21342,20,1
SHP-112566,04/03/2026,16,3pm - 6pm,Wednesday,LANE-101,CUST-003,SRV-02,16648,22,1
SHP-112567,08/03/2026,5,3am - 6am,Sunday,LANE-104,CUST-002,SRV-03,21770,6,1
SHP-112568,04/03/2026,13,12pm - 3pm,Wednesday,LANE-107,CUST-006,SRV-03,1587,1,1
SHP-112569,21/03/2026,6,6am - 9am,Saturday,LANE-101,CUST-003,SRV-04,18475,12,1
SHP-112570,30/03/2026,19,6pm - 9pm,Monday,LANE-101,CUST-006,SRV-01,9542,13,1
SHP-112571,01/03/2026,17,3pm - 6pm,Sunday,LANE-102,CUST-001,SRV-01,5860,6,1
SHP-112572,26/03/2026,6,6am - 9am,Thursday,LANE-101,CUST-006,SRV-03,17586,0,1
SHP-112573,08/03/2026,6,6am - 9am,Sunday,LANE-106,CUST-006,SRV-03,13803,3,1
SHP-112574,07/03/2026,13,12pm - 3pm,Saturday,LANE-106,CUST-005,SRV-03,24869,0,1
SHP-112575,11/03/2026,8,6am - 9am,Wednesday,LANE-107,CUST-003,SRV-02,4842,15,1
SHP-112576,21/03/2026,3,3am - 6am,Saturday,LANE-101,CUST-001,SRV-01,19182,26,1
SHP-112577,16/03/2026,12,12pm - 3pm,Monday,LANE-101,CUST-005,SRV-01,14550,25,1
SHP-112578,22/03/2026,8,6am - 9am,Sunday,LANE-103,CUST-003,SRV-01,7818,3,1
SHP-112579,17/03/2026,6,6am - 9am,Tuesday,LANE-106,CUST-001,SRV-02,23374,2,1
SHP-112580,24/03/2026,17,3pm - 6pm,Tuesday,LANE-104,CUST-006,SRV-01,12887,7,1
SHP-112581,25/03/2026,18,6pm - 9pm,Wednesday,LANE-107,CUST-004,SRV-02,24529,2,1
SHP-112582,27/03/2026,16,3pm - 6pm,Friday,LANE-107,CUST-005,SRV-04,16627,1,1
SHP-112583,05/03/2026,17,3pm - 6pm,Thursday,LANE-102,CUST-001,SRV-03,22871,2,1
SHP-112584,26/03/2026,7,6am - 9am,Thursday,LANE-101,CUST-004,SRV-04,23160,6,1
SHP-112585,07/03/2026,7,6am - 9am,Saturday,LANE-101,CUST-003,SRV-03,3706,7,1
SHP-112586,10/03/2026,7,6am - 9am,Tuesday,LANE-104,CUST-004,SRV-03,3112,13,1
SHP-112587,13/03/2026,16,3pm - 6pm,Friday,LANE-107,CUST-006,SRV-02,14596,40,1
SHP-112588,20/03/2026,18,6pm - 9pm,Friday,LANE-103,CUST-005,SRV-04,15098,29,1
SHP-112589,15/03/2026,16,3pm - 6pm,Sunday,LANE-106,CUST-002,SRV-01,13667,5,1
SHP-112590,06/03/2026,17,3pm - 6pm,Friday,LANE-104,CUST-003,SRV-03,11230,2,1
SHP-112591,02/03/2026,14,12pm - 3pm,Monday,LANE-101,CUST-004,SRV-01,6167,39,1
SHP-112592,04/03/2026,8,6am - 9am,Wednesday,LANE-105,CUST-001,SRV-03,12677,12,1
SHP-112593,21/03/2026,9,9am - 12pm,Saturday,LANE-103,CUST-002,SRV-01,16818,10,1
SHP-112594,14/03/2026,5,3am - 6am,Saturday,LANE-101,CUST-002,SRV-01,14090,8,1
SHP-112595,25/03/2026,3,3am - 6am,Wednesday,LANE-106,CUST-003,SRV-03,24097,5,1
SHP-112596,29/03/2026,15,3pm - 6pm,Sunday,LANE-105,CUST-004,SRV-02,14275,10,1
SHP-112597,25/03/2026,9,9am - 12pm,Wednesday,LANE-103,CUST-005,SRV-01,4263,6,1
SHP-112598,24/03/2026,12,12pm - 3pm,Tuesday,LANE-101,CUST-004,SRV-03,15285,8,1
SHP-112599,29/03/2026,12,12pm - 3pm,Sunday,LANE-102,CUST-004,SRV-02,6043,8,1
SHP-112600,15/03/2026,7,6am - 9am,Sunday,LANE-103,CUST-003,SRV-02,12170,0,1
SHP-112601,28/03/2026,10,9am - 12pm,Saturday,LANE-101,CUST-003,SRV-04,18709,4,1
SHP-112602,14/03/2026,9,9am - 12pm,Saturday,LANE-101,CUST-001,SRV-01,16035,2,1
SHP-112603,04/03/2026,8,6am - 9am,Wednesday,LANE-101,CUST-005,SRV-03,10739,25,1
SHP-112604,06/03/2026,17,3pm - 6pm,Friday,LANE-102,CUST-003,SRV-02,15028,10,1
SHP-112605,07/03/2026,9,9am - 12pm,Saturday,LANE-106,CUST-001,SRV-01,10277,6,1
SHP-112606,13/03/2026,13,12pm - 3pm,Friday,LANE-105,CUST-006,SRV-04,15036,12,1
SHP-112607,17/03/2026,18,6pm - 9pm,Tuesday,LANE-101,CUST-002,SRV-04,24639,2,1
SHP-112608,29/03/2026,17,3pm - 6pm,Sunday,LANE-101,CUST-001,SRV-01,9578,4,1
SHP-112609,17/03/2026,17,3pm - 6pm,Tuesday,LANE-101,CUST-005,SRV-02,22162,3,1
SHP-112610,04/03/2026,7,6am - 9am,Wednesday,LANE-103,CUST-001,SRV-02,7677,11,1
SHP-112611,19/03/2026,3,3am - 6am,Thursday,LANE-106,CUST-006,SRV-02,15825,8,1
SHP-112612,26/03/2026,7,6am - 9am,Thursday,LANE-101,CUST-001,SRV-04,22992,8,1
SHP-112613,20/03/2026,7,6am - 9am,Friday,LANE-103,CUST-003,SRV-04,9893,40,1
SHP-112614,13/03/2026,18,6pm - 9pm,Friday,LANE-101,CUST-005,SRV-01,19309,2,1
SHP-112615,29/03/2026,14,12pm - 3pm,Sunday,LANE-101,CUST-001,SRV-01,12417,2,1
SHP-112616,09/03/2026,5,3am - 6am,Monday,LANE-101,CUST-004,SRV-03,9560,10,1
SHP-112617,02/03/2026,6,6am - 9am,Monday,LANE-105,CUST-001,SRV-03,18504,8,1
SHP-112618,30/03/2026,6,6am - 9am,Monday,LANE-101,CUST-002,SRV-01,20319,7,1
SHP-112619,20/03/2026,14,12pm - 3pm,Friday,LANE-102,CUST-002,SRV-04,20655,7,1
SHP-112620,23/03/2026,16,3pm - 6pm,Monday,LANE-104,CUST-001,SRV-03,10776,11,1
SHP-112621,18/03/2026,17,3pm - 6pm,Wednesday,LANE-104,CUST-006,SRV-01,1915,18,1
SHP-112622,24/03/2026,18,6pm - 9pm,Tuesday,LANE-101,CUST-001,SRV-02,20514,5,1
SHP-112623,26/03/2026,6,6am - 9am,Thursday,LANE-102,CUST-004,SRV-03,9662,8,1
SHP-112624,20/03/2026,7,6am - 9am,Friday,LANE-104,CUST-001,SRV-03,5746,15,1
SHP-112625,25/03/2026,7,6am - 9am,Wednesday,LANE-102,CUST-003,SRV-04,22971,6,1
SHP-112626,30/03/2026,8,6am - 9am,Monday,LANE-103,CUST-005,SRV-03,10226,3,1
SHP-112627,17/03/2026,18,6pm - 9pm,Tuesday,LANE-101,CUST-006,SRV-02,22420,2,1
SHP-112628,07/03/2026,13,12pm - 3pm,Saturday,LANE-101,CUST-004,SRV-04,6553,0,1
SHP-112629,17/03/2026,16,3pm - 6pm,Tuesday,LANE-102,CUST-001,SRV-02,7339,14,1
SHP-112630,27/03/2026,10,9am - 12pm,Friday,LANE-104,CUST-006,SRV-01,16474,3,1
SHP-112631,10/03/2026,2,12am - 3am,Tuesday,LANE-105,CUST-003,SRV-01,11836,9,1
SHP-112632,27/03/2026,5,3am - 6am,Friday,LANE-104,CUST-006,SRV-01,759,12,1
SHP-112633,25/03/2026,12,12pm - 3pm,Wednesday,LANE-102,CUST-001,SRV-02,14698,15,1
SHP-112634,14/03/2026,16,3pm - 6pm,Saturday,LANE-104,CUST-004,SRV-02,4350,0,1
SHP-112635,28/03/2026,7,6am - 9am,Saturday,LANE-105,CUST-004,SRV-03,15366,3,1
SHP-112636,26/03/2026,16,3pm - 6pm,Thursday,LANE-105,CUST-002,SRV-01,19739,3,1
SHP-112637,12/03/2026,17,3pm - 6pm,Thursday,LANE-101,CUST-002,SRV-01,18237,7,1
SHP-112638,29/03/2026,8,6am - 9am,Sunday,LANE-106,CUST-001,SRV-03,11827,7,1
SHP-112639,26/03/2026,16,3pm - 6pm,Thursday,LANE-101,CUST-005,SRV-01,16505,3,1
SHP-112640,12/03/2026,8,6am - 9am,Thursday,LANE-106,CUST-003,SRV-03,6668,2,1
SHP-112641,17/03/2026,15,3pm - 6pm,Tuesday,LANE-102,CUST-002,SRV-01,8304,21,1
SHP-112642,19/03/2026,16,3pm - 6pm,Thursday,LANE-103,CUST-002,SRV-02,17467,8,1
SHP-112643,28/03/2026,22,9pm - 12am,Saturday,LANE-102,CUST-005,SRV-01,23981,1,1
SHP-112644,23/03/2026,8,6am - 9am,Monday,LANE-103,CUST-006,SRV-01,9968,7,1
SHP-112645,14/03/2026,8,6am - 9am,Saturday,LANE-106,CUST-004,SRV-03,1472,20,1
SHP-112646,29/03/2026,6,6am - 9am,Sunday,LANE-102,CUST-001,SRV-03,3663,4,1
SHP-112647,17/03/2026,6,6am - 9am,Tuesday,LANE-104,CUST-001,SRV-01,5786,2,1
SHP-112648,15/03/2026,15,3pm - 6pm,Sunday,LANE-104,CUST-003,SRV-04,6064,17,1
SHP-112649,21/03/2026,18,6pm - 9pm,Saturday,LANE-101,CUST-005,SRV-02,4067,0,1
SHP-112650,06/03/2026,8,6am - 9am,Friday,LANE-105,CUST-006,SRV-02,18171,10,1
SHP-112651,30/03/2026,6,6am - 9am,Monday,LANE-107,CUST-005,SRV-03,6131,14,1
SHP-112652,19/03/2026,7,6am - 9am,Thursday,LANE-101,CUST-005,SRV-03,4062,7,1
SHP-112653,29/03/2026,9,9am - 12pm,Sunday,LANE-105,CUST-004,SRV-02,10354,0,1
SHP-112654,22/03/2026,7,6am - 9am,Sunday,LANE-101,CUST-005,SRV-02,4843,21,1
SHP-112655,20/03/2026,7,6am - 9am,Friday,LANE-107,CUST-004,SRV-02,18459,14,1
SHP-112656,06/03/2026,16,3pm - 6pm,Friday,LANE-103,CUST-001,SRV-02,7443,0,1
SHP-112657,06/03/2026,0,12am - 3am,Friday,LANE-107,CUST-004,SRV-02,16171,7,1
SHP-112658,04/03/2026,12,12pm - 3pm,Wednesday,LANE-101,CUST-001,SRV-02,22747,4,1
SHP-112659,01/03/2026,17,3pm - 6pm,Sunday,LANE-105,CUST-003,SRV-01,13893,34,1
SHP-112660,19/03/2026,7,6am - 9am,Thursday,LANE-103,CUST-005,SRV-03,23096,7,1
SHP-112661,11/03/2026,13,12pm - 3pm,Wednesday,LANE-102,CUST-003,SRV-01,22778,1,1
SHP-112662,26/03/2026,15,3pm - 6pm,Thursday,LANE-105,CUST-005,SRV-02,1558,0,1
SHP-112663,07/03/2026,15,3pm - 6pm,Saturday,LANE-104,CUST-006,SRV-03,13821,9,1
SHP-112664,02/03/2026,9,9am - 12pm,Monday,LANE-107,CUST-003,SRV-02,2116,3,1
SHP-112665,04/03/2026,8,6am - 9am,Wednesday,LANE-101,CUST-002,SRV-01,21320,4,1
SHP-112666,06/03/2026,17,3pm - 6pm,Friday,LANE-107,CUST-002,SRV-02,22511,22,1
SHP-112667,05/03/2026,16,3pm - 6pm,Thursday,LANE-104,CUST-004,SRV-03,8445,3,1
SHP-112668,30/03/2026,7,6am - 9am,Monday,LANE-103,CUST-006,SRV-01,22210,9,1
SHP-112669,22/03/2026,6,6am - 9am,Sunday,LANE-101,CUST-003,SRV-02,1261,8,1
SHP-112670,21/03/2026,5,3am - 6am,Saturday,LANE-105,CUST-005,SRV-01,10346,4,1
SHP-112671,09/03/2026,5,3am - 6am,Monday,LANE-106,CUST-001,SRV-02,12025,10,1
SHP-112672,11/03/2026,13,12pm - 3pm,Wednesday,LANE-106,CUST-004,SRV-01,12285,12,1
SHP-112673,28/03/2026,4,3am - 6am,Saturday,LANE-105,CUST-006,SRV-03,24588,3,1
SHP-112674,29/03/2026,8,6am - 9am,Sunday,LANE-107,CUST-004,SRV-01,8845,3,1
SHP-112675,18/03/2026,16,3pm - 6pm,Wednesday,LANE-106,CUST-006,SRV-01,8135,4,1
SHP-112676,20/03/2026,7,6am - 9am,Friday,LANE-107,CUST-002,SRV-03,17305,4,1
SHP-112677,17/03/2026,16,3pm - 6pm,Tuesday,LANE-105,CUST-006,SRV-04,8900,3,1
SHP-112678,28/03/2026,16,3pm - 6pm,Saturday,LANE-106,CUST-003,SRV-01,9158,43,1
SHP-112679,13/03/2026,7,6am - 9am,Friday,LANE-102,CUST-003,SRV-02,1075,5,1
SHP-112680,23/03/2026,16,3pm - 6pm,Monday,LANE-104,CUST-006,SRV-02,10598,0,1
SHP-112681,17/03/2026,16,3pm - 6pm,Tuesday,LANE-101,CUST-004,SRV-04,18862,13,1
SHP-112682,22/03/2026,8,6am - 9am,Sunday,LANE-101,CUST-002,SRV-02,20334,3,1
SHP-112683,26/03/2026,7,6am - 9am,Thursday,LANE-104,CUST-001,SRV-02,19151,6,1
SHP-112684,10/03/2026,11,9am - 12pm,Tuesday,LANE-105,CUST-002,SRV-03,10355,14,1
SHP-112685,29/03/2026,18,6pm - 9pm,Sunday,LANE-101,CUST-003,SRV-03,2323,7,1
SHP-112686,25/03/2026,14,12pm - 3pm,Wednesday,LANE-101,CUST-001,SRV-02,1311,14,1
SHP-112687,18/03/2026,6,6am - 9am,Wednesday,LANE-101,CUST-004,SRV-01,10058,33,1
SHP-112688,17/03/2026,15,3pm - 6pm,Tuesday,LANE-104,CUST-001,SRV-03,3656,0,1
SHP-112689,12/03/2026,9,9am - 12pm,Thursday,LANE-101,CUST-004,SRV-01,18912,1,1
SHP-112690,15/03/2026,13,12pm - 3pm,Sunday,LANE-101,CUST-002,SRV-04,7060,5,1
SHP-112691,27/03/2026,16,3pm - 6pm,Friday,LANE-102,CUST-001,SRV-01,9718,1,1
SHP-112692,27/03/2026,11,9am - 12pm,Friday,LANE-102,CUST-005,SRV-04,2406,10,1
SHP-112693,27/03/2026,17,3pm - 6pm,Friday,LANE-104,CUST-003,SRV-03,10893,41,1
SHP-112694,26/03/2026,16,3pm - 6pm,Thursday,LANE-101,CUST-004,SRV-03,14824,15,1
SHP-112695,29/03/2026,14,12pm - 3pm,Sunday,LANE-104,CUST-001,SRV-04,13740,15,1
SHP-112696,19/03/2026,6,6am - 9am,Thursday,LANE-103,CUST-001,SRV-02,14279,3,1
SHP-112697,22/03/2026,17,3pm - 6pm,Sunday,LANE-101,CUST-006,SRV-03,19353,10,1
SHP-112698,15/03/2026,18,6pm - 9pm,Sunday,LANE-104,CUST-005,SRV-01,18360,11,1
SHP-112699,13/03/2026,6,6am - 9am,Friday,LANE-102,CUST-006,SRV-01,1205,28,1
SHP-112700,07/03/2026,10,9am - 12pm,Saturday,LANE-106,CUST-006,SRV-02,6361,13,1
SHP-112701,11/03/2026,7,6am - 9am,Wednesday,LANE-107,CUST-006,SRV-01,5003,14,1
SHP-112702,08/03/2026,16,3pm - 6pm,Sunday,LANE-105,CUST-002,SRV-02,24995,1,1
SHP-112703,20/03/2026,16,3pm - 6pm,Friday,LANE-105,CUST-005,SRV-03,6696,13,1
SHP-112704,16/03/2026,6,6am - 9am,Monday,LANE-102,CUST-001,SRV-01,20131,25,1
SHP-112705,24/03/2026,17,3pm - 6pm,Tuesday,LANE-103,CUST-003,SRV-03,22362,3,1
SHP-112706,23/03/2026,6,6am - 9am,Monday,LANE-101,CUST-001,SRV-03,3825,0,1
SHP-112707,11/03/2026,17,3pm - 6pm,Wednesday,LANE-105,CUST-001,SRV-01,13903,4,1
SHP-112708,24/03/2026,9,9am - 12pm,Tuesday,LANE-104,CUST-001,SRV-03,4571,4,1
SHP-112709,05/03/2026,8,6am - 9am,Thursday,LANE-102,CUST-006,SRV-01,23478,1,1
SHP-112710,26/03/2026,6,6am - 9am,Thursday,LANE-103,CUST-005,SRV-01,21057,5,1
SHP-112711,07/03/2026,6,6am - 9am,Saturday,LANE-104,CUST-005,SRV-03,10194,20,1
SHP-112712,16/03/2026,15,3pm - 6pm,Monday,LANE-102,CUST-004,SRV-03,3671,26,1
SHP-112713,30/03/2026,12,12pm - 3pm,Monday,LANE-105,CUST-004,SRV-01,7384,21,1
SHP-112714,16/03/2026,6,6am - 9am,Monday,LANE-105,CUST-006,SRV-01,6217,34,1
SHP-112715,20/03/2026,6,6am - 9am,Friday,LANE-101,CUST-006,SRV-04,8716,31,1
SHP-112716,29/03/2026,5,3am - 6am,Sunday,LANE-102,CUST-004,SRV-04,15888,2,1
SHP-112717,17/03/2026,16,3pm - 6pm,Tuesday,LANE-103,CUST-001,SRV-02,23820,0,1
SHP-112718,19/03/2026,16,3pm - 6pm,Thursday,LANE-101,CUST-004,SRV-03,757,2,1
SHP-112719,28/03/2026,4,3am - 6am,Saturday,LANE-105,CUST-004,SRV-01,6304,7,1
SHP-112720,26/03/2026,12,12pm - 3pm,Thursday,LANE-104,CUST-002,SRV-01,2481,22,1
SHP-112721,15/03/2026,5,3am - 6am,Sunday,LANE-102,CUST-006,SRV-04,15638,8,1
SHP-112722,25/03/2026,18,6pm - 9pm,Wednesday,LANE-101,CUST-006,SRV-02,6328,27,1
SHP-112723,15/03/2026,18,6pm - 9pm,Sunday,LANE-102,CUST-005,SRV-01,1257,0,1
SHP-112724,27/03/2026,15,3pm - 6pm,Friday,LANE-106,CUST-004,SRV-02,16361,32,1
SHP-112725,20/03/2026,18,6pm - 9pm,Friday,LANE-105,CUST-005,SRV-02,13421,25,1
SHP-112726,30/03/2026,17,3pm - 6pm,Monday,LANE-101,CUST-003,SRV-01,5435,13,1
SHP-112727,21/03/2026,17,3pm - 6pm,Saturday,LANE-106,CUST-006,SRV-03,9598,2,1
SHP-112728,15/03/2026,13,12pm - 3pm,Sunday,LANE-101,CUST-002,SRV-01,11779,33,1
SHP-112729,03/03/2026,7,6am - 9am,Tuesday,LANE-107,CUST-003,SRV-01,10757,2,1
SHP-112730,12/03/2026,7,6am - 9am,Thursday,LANE-106,CUST-006,SRV-01,9877,34,1
SHP-112731,27/03/2026,8,6am - 9am,Friday,LANE-107,CUST-005,SRV-03,4272,32,1
SHP-112732,06/03/2026,14,12pm - 3pm,Friday,LANE-105,CUST-005,SRV-03,7039,19,1
SHP-112733,20/03/2026,6,6am - 9am,Friday,LANE-105,CUST-003,SRV-02,13965,26,1
SHP-112734,05/03/2026,7,6am - 9am,Thursday,LANE-101,CUST-004,SRV-01,10993,9,1
SHP-112735,11/03/2026,9,9am - 12pm,Wednesday,LANE-104,CUST-002,SRV-01,6881,14,1
SHP-112736,23/03/2026,7,6am - 9am,Monday,LANE-104,CUST-005,SRV-01,15505,0,1
SHP-112737,12/03/2026,13,12pm - 3pm,Thursday,LANE-102,CUST-001,SRV-02,13618,0,1
SHP-112738,07/03/2026,18,6pm - 9pm,Saturday,LANE-102,CUST-002,SRV-02,4824,32,1
SHP-112739,09/03/2026,16,3pm - 6pm,Monday,LANE-107,CUST-003,SRV-02,14078,3,1
SHP-112740,18/03/2026,15,3pm - 6pm,Wednesday,LANE-103,CUST-005,SRV-01,2750,20,1
SHP-112741,14/03/2026,13,12pm - 3pm,Saturday,LANE-102,CUST-005,SRV-01,6547,6,1
SHP-112742,04/03/2026,10,9am - 12pm,Wednesday,LANE-101,CUST-006,SRV-02,16429,20,1
SHP-112743,31/03/2026,6,6am - 9am,Tuesday,LANE-102,CUST-003,SRV-01,4723,1,1
SHP-112744,08/03/2026,18,6pm - 9pm,Sunday,LANE-104,CUST-001,SRV-01,3999,2,1
SHP-112745,16/03/2026,7,6am - 9am,Monday,LANE-101,CUST-006,SRV-01,13255,12,1
SHP-112746,04/03/2026,5,3am - 6am,Wednesday,LANE-104,CUST-001,SRV-02,22886,0,1
SHP-112747,28/03/2026,16,3pm - 6pm,Saturday,LANE-105,CUST-005,SRV-02,20387,5,1
SHP-112748,19/03/2026,6,6am - 9am,Thursday,LANE-105,CUST-004,SRV-02,12334,1,1
SHP-112749,30/03/2026,8,6am - 9am,Monday,LANE-107,CUST-001,SRV-01,8797,3,1
SHP-112750,26/03/2026,2,12am - 3am,Thursday,LANE-103,CUST-001,SRV-01,4698,21,1
SHP-112751,06/03/2026,6,6am - 9am,Friday,LANE-101,CUST-004,SRV-03,1246,32,1
SHP-112752,19/03/2026,6,6am - 9am,Thursday,LANE-106,CUST-006,SRV-01,4449,6,1
SHP-112753,15/03/2026,4,3am - 6am,Sunday,LANE-101,CUST-001,SRV-01,514,20,1
SHP-112754,12/03/2026,15,3pm - 6pm,Thursday,LANE-106,CUST-004,SRV-02,22817,0,1
SHP-112755,30/03/2026,17,3pm - 6pm,Monday,LANE-107,CUST-003,SRV-02,12964,17,1
SHP-112756,12/03/2026,8,6am - 9am,Thursday,LANE-107,CUST-006,SRV-01,13906,41,1
SHP-112757,02/03/2026,17,3pm - 6pm,Monday,LANE-107,CUST-002,SRV-02,2802,13,1
SHP-112758,09/03/2026,7,6am - 9am,Monday,LANE-101,CUST-002,SRV-03,10852,16,1
SHP-112759,03/03/2026,7,6am - 9am,Tuesday,LANE-101,CUST-003,SRV-01,10198,20,1
SHP-112760,01/03/2026,6,6am - 9am,Sunday,LANE-101,CUST-001,SRV-01,13775,5,1
SHP-112761,14/03/2026,14,12pm - 3pm,Saturday,LANE-105,CUST-002,SRV-01,21339,1,1
SHP-112762,28/03/2026,8,6am - 9am,Saturday,LANE-101,CUST-003,SRV-01,19236,6,1
SHP-112763,31/03/2026,14,12pm - 3pm,Tuesday,LANE-105,CUST-002,SRV-02,552,0,1
SHP-112764,31/03/2026,16,3pm - 6pm,Tuesday,LANE-101,CUST-001,SRV-04,20505,13,1
SHP-112765,28/03/2026,12,12pm - 3pm,Saturday,LANE-105,CUST-006,SRV-02,11334,24,1
SHP-112766,13/03/2026,14,12pm - 3pm,Friday,LANE-102,CUST-004,SRV-04,5413,24,1
SHP-112767,29/03/2026,18,6pm - 9pm,Sunday,LANE-103,CUST-003,SRV-01,23374,23,1
SHP-112768,25/03/2026,7,6am - 9am,Wednesday,LANE-107,CUST-006,SRV-04,24171,5,1
SHP-112769,05/03/2026,8,6am - 9am,Thursday,LANE-104,CUST-002,SRV-02,21830,11,1
SHP-112770,07/03/2026,16,3pm - 6pm,Saturday,LANE-101,CUST-001,SRV-01,9590,5,1
SHP-112771,14/03/2026,14,12pm - 3pm,Saturday,LANE-106,CUST-006,SRV-03,19447,0,1
SHP-112772,16/03/2026,6,6am - 9am,Monday,LANE-102,CUST-002,SRV-02,6583,5,1
SHP-112773,18/03/2026,8,6am - 9am,Wednesday,LANE-104,CUST-001,SRV-01,22466,30,1
SHP-112774,14/03/2026,9,9am - 12pm,Saturday,LANE-105,CUST-001,SRV-02,8849,8,1
SHP-112775,01/03/2026,8,6am - 9am,Sunday,LANE-105,CUST-001,SRV-02,18024,14,1
SHP-112776,06/03/2026,6,6am - 9am,Friday,LANE-103,CUST-001,SRV-01,21223,20,1
SHP-112777,29/03/2026,18,6pm - 9pm,Sunday,LANE-105,CUST-003,SRV-02,15092,0,1
SHP-112778,21/03/2026,16,3pm - 6pm,Saturday,LANE-101,CUST-006,SRV-01,5972,5,1
SHP-112779,10/03/2026,10,9am - 12pm,Tuesday,LANE-103,CUST-004,SRV-02,8379,47,1
SHP-112780,06/03/2026,15,3pm - 6pm,Friday,LANE-101,CUST-003,SRV-01,2697,0,1
SHP-112781,02/03/2026,18,6pm - 9pm,Monday,LANE-103,CUST-002,SRV-02,22584,53,1
SHP-112782,07/03/2026,6,6am - 9am,Saturday,LANE-102,CUST-003,SRV-04,7172,18,1
SHP-112783,17/03/2026,7,6am - 9am,Tuesday,LANE-107,CUST-003,SRV-03,1811,1,1
SHP-112784,27/03/2026,12,12pm - 3pm,Friday,LANE-102,CUST-002,SRV-04,21820,9,1
SHP-112785,24/03/2026,17,3pm - 6pm,Tuesday,LANE-107,CUST-004,SRV-01,1448,33,1
SHP-112786,14/03/2026,3,3am - 6am,Saturday,LANE-103,CUST-003,SRV-01,23974,18,1
SHP-112787,23/03/2026,21,9pm - 12am,Monday,LANE-103,CUST-001,SRV-02,18624,18,1
SHP-112788,07/03/2026,9,9am - 12pm,Saturday,LANE-102,CUST-003,SRV-03,10843,16,1
SHP-112789,22/03/2026,8,6am - 9am,Sunday,LANE-104,CUST-002,SRV-01,14945,0,1
SHP-112790,26/03/2026,7,6am - 9am,Thursday,LANE-105,CUST-004,SRV-01,23986,11,1
SHP-112791,21/03/2026,6,6am - 9am,Saturday,LANE-105,CUST-003,SRV-01,8450,4,1
